show_id,type,title,director,country,release_year,rating,listed_in,description
s769,Movie,Dancing Queens,Helena Bergström,Sweden,2021,TV-MA,"Comedies, Dramas, International Movies","A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye."
s770,Movie,From Stress to Happiness,"Alejandro De Grazia, Juan Stadler",Argentina,2020,TV-G,"Documentaries, International Movies","A stressed-out documentary filmmaker goes on a journey of discovery with a pair of monks, one of whom is known as ""the happiest man in the world."""
s771,Movie,Myriam Fares: The Journey,Myriam Fares,United Arab Emirates,2021,TV-14,"Documentaries, International Movies, Music & Musicals","From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown."
s772,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,Chiaki Kon,,2021,TV-14,TV Shows,"When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world."
s773,TV Show,Summertime,,Italy,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.
s774,Movie,The Girl and the Gun,Rae Red,Philippines,2019,TV-MA,"Dramas, International Movies, Thrillers","Fed up with abuse by those around her, a department store saleswoman finds a weapon in an alleyway and decides to settle scores."
s775,Movie,2 Hearts,Lance Hool,United States,2020,PG-13,"Dramas, Faith & Spirituality, Romantic Movies","In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story."
s776,Movie,A Perfect Ending,Nicole Conn,United States,2012,TV-MA,"Dramas, Independent Movies, LGBTQ Movies","After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl."
s777,Movie,American Outlaws,Les Mayfield,United States,2001,PG-13,Action & Adventure,"In the wake of the Civil War, Jesse James leads a feisty group of ranchers in a fight against a railroad baron bent on seizing their land at any cost."
s778,Movie,And Then Came Lola,"Ellen Seidler, Megan Siler",United States,2009,TV-MA,"Comedies, Independent Movies, LGBTQ Movies","In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time."
s779,TV Show,Attack on Titan,,Japan,2013,TV-MA,"Anime Series, International TV Shows","With his hometown in ruins, young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race."
s780,Movie,Battlefield Earth,Roger Christian,United States,2000,PG-13,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","In the year 3000, an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery."
s781,TV Show,Ben & Holly's Little Kingdom,,United Kingdom,2019,TV-Y,Kids' TV,"In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving."
s782,Movie,Black Holes | The Edge of All We Know,Peter Galison,,2021,TV-14,Documentaries,Follow scientists on their quest to understand and capture the first image of a black hole while exploring the limits of our knowledge of the universe.
s783,Movie,Bliss,Lance Young,"Canada, United States",1997,R,"Dramas, Romantic Movies","Two young newlyweds seek out the help of unlicensed sex therapist Baltazar, who initiates the couple into the mysteries of tantric sex."
s784,Movie,Carnaval,Leandro Neri,Brazil,2021,TV-MA,"Comedies, International Movies, Music & Musicals","After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes."
s785,Movie,Cloudburst,Thom Fitzgerald,"United States, Canada",2011,TV-MA,"Comedies, Dramas, Independent Movies","A lesbian couple escapes from their nursing home and heads to Canada to get married. Along the way, they pick up a young male hitchhiker."
s786,TV Show,Cocomelon,,United States,2021,TV-Y,Kids' TV,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
s787,Movie,Company of Heroes,Don Michael Paul,United States,2013,R,"Action & Adventure, Dramas","During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around."
s788,Movie,Cradle 2 the Grave,Andrzej Bartkowiak,United States,2003,R,Action & Adventure,"When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help."
s789,Movie,Domestic Disturbance,Harold Becker,United States,2001,PG-13,Thrillers,A recovering alcoholic is skeptical of his son's claim that his new stepfather is a killer – but soon begins to sense the boy is telling the truth.
s790,TV Show,Downton Abbey,,United Kingdom,2015,TV-14,"British TV Shows, International TV Shows, TV Dramas","Exposing the snobbery and machinations of a vanishing class system, this series chronicles events in the lives of the Crawley family and their servants."
s791,Movie,Dream/Killer,Andrew Jenks,United States,2015,TV-MA,Documentaries,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.
s792,Movie,Felon,Ric Roman Waugh,United States,2008,R,"Action & Adventure, Dramas","After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison."
s793,Movie,Flipped,Rob Reiner,United States,2010,PG,"Comedies, Dramas, Romantic Movies","Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more."
s794,Movie,Fools Rush In,Andy Tennant,United States,1997,PG-13,"Comedies, Romantic Movies","When a one-night stand results in a pregnancy, two strangers with opposite personalities rush into marriage then must deal with the consequences."
s795,Movie,Gold Statue,Tade Ogidan,Nigeria,2019,TV-14,"Comedies, Dramas, International Movies","After tracing an artifact to his ancestry, a young man and his friend's search for a gilded statue lands them in a maximum-security prison."
s796,TV Show,Happy Endings,,United States,2012,TV-14,TV Comedies,"After his fiancée, Alex, dumps him at the altar, Dave finds himself nursing a broken heart and battling her for custody of their quirky friends."
s797,Movie,Hostel: Part III,Scott Spiegel,United States,2011,R,"Cult Movies, Horror Movies","In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved."
s798,Movie,I Am Sam,Jessie Nelson,United States,2001,PG-13,Dramas,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter."
s799,Movie,Love Jones,Theodore Witcher,United States,1997,R,"Comedies, Dramas, Independent Movies",A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.
s800,Movie,Million Dollar Baby,Clint Eastwood,United States,2004,PG-13,"Dramas, Sports Movies","When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents."
s801,Movie,Mosquita y Mari,Aurora Guerrero,United States,2012,TV-14,"Dramas, Independent Movies, LGBTQ Movies","Neighbors but by no means friends, high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners."
s802,Movie,Never Back Down 2: The Beatdown,Michael Jai White,United States,2011,R,"Action & Adventure, Dramas, Sports Movies",A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.
s803,Movie,Ninja Assassin,James McTeigue,"Germany, United States, France",2009,R,Action & Adventure,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.
s804,TV Show,Ouran High School Host Club,Takuya Igarashi,Japan,2006,TV-PG,"Anime Series, Romantic TV Shows, Teen TV Shows","New student Haruhi stumbles on the Ouran High School Host Club, an all-male group that makes money by entertaining the girls of the school."
s805,Movie,Population 436,Michelle MacLaren,"Canada, United States",2006,R,"Horror Movies, Thrillers","A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job."
s806,TV Show,Racket Boys,,,2021,TV-14,"International TV Shows, TV Comedies, TV Dramas",A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.
s807,Movie,Seven Souls in the Skull Castle: Season Moon Jogen,Hidenori Inoue,,2017,TV-14,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Jogen” version of the show, performed in a 360º theater."
s808,Movie,Seven Souls in the Skull Castle: Season Moon Kagen,Hidenori Inoue,,2017,TV-PG,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Kagen” version of the show, performed in a 360º theater."
s809,Movie,Sniper: Legacy,Don Michael Paul,"United States, Bulgaria",2014,R,Action & Adventure,"When a troubled sniper begins killing officers he blames for a bungled mission, elite marksman Brandon Beckett sets out to neutralize the threat."
s810,Movie,Starsky & Hutch,Todd Phillips,United States,2004,PG-13,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
s811,Movie,Streets of Fire,Walter Hill,United States,1984,PG,"Action & Adventure, Classic Movies, Cult Movies","Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, who's now a famous singer."
s812,Movie,Super Monsters: Once Upon a Rhyme,Steve Ball,,2021,TV-Y,Children & Family Movies,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!"
s813,Movie,Swordfish,Dominic Sena,United States,2001,R,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems."
s814,TV Show,The Adventures of Sonic the Hedgehog,,"United States, Canada",1993,TV-Y7,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series."
s815,Movie,The Four Seasons,Alan Alda,United States,1981,PG,"Comedies, Romantic Movies","Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman, tilting the group's dynamics."
s816,Movie,The Girl King,Mika Kaurismäki,,2015,TV-MA,"Dramas, International Movies, LGBTQ Movies","Sweden's forward-thinking Queen Kristina resists her country's conservative ideals, which only grow more restrictive when she falls for a woman."
s817,Movie,The Interpreter,Sydney Pollack,"United Kingdom, France, Germany, United States",2005,PG-13,Thrillers,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.
s818,Movie,The Meddler,Lorene Scafaria,United States,2015,PG-13,"Comedies, Dramas, Independent Movies","Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs."
s819,Movie,The Mirror Has Two Faces,Barbra Streisand,United States,1996,PG-13,"Comedies, Dramas, Romantic Movies","Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage."
s820,Movie,The Outlaw Josey Wales,Clint Eastwood,United States,1976,PG,"Action & Adventure, Classic Movies","In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler."
s821,TV Show,The Platform,,United Arab Emirates,2021,TV-14,"International TV Shows, TV Dramas, TV Mysteries","A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home."
s822,Movie,The Wedding Guest,Michael Winterbottom,United Kingdom,2018,R,"Dramas, Romantic Movies, Thrillers","Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels."
s823,Movie,The Wind,Emma Tammi,United States,2019,R,Horror Movies,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her."
s824,Movie,Then Came You,Peter Hutchings,United States,2019,TV-MA,"Comedies, Dramas, Independent Movies",A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.
s825,Movie,Welcome Home,George Ratliff,United States,2018,R,Thrillers,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner can’t seem to leave them alone."
s826,TV Show,Dirty John,,United States,2020,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.
s827,Movie,Bo Burnham: Inside,Bo Burnham,United States,2021,TV-MA,Stand-Up Comedy,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year."
s828,Movie,One Lagos Night,Ekene Som Mekwunye,,2021,TV-14,"Comedies, International Movies","A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea."
s829,Movie,Collateral Beauty,David Frankel,United States,2016,PG-13,Dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.
s830,Movie,Dog Gone Trouble,Kevin Johnson,,2021,TV-Y7,"Children & Family Movies, Comedies",The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.
s831,TV Show,The Kominsky Method,,United States,2021,TV-MA,"TV Comedies, TV Dramas",Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.
s832,TV Show,The Least Expected Day: Inside the Movistar Team 2019,"José Larraza, Marc Pons",,2021,TV-MA,"Docuseries, International TV Shows, Spanish-Language TV Shows","Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict."
s833,TV Show,Word of Honor,Gary Sing,,2021,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas","A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy."
s834,TV Show,Black Space,,Israel,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.
s835,Movie,Blue Miracle,Julio Quintana,United States,2021,TV-PG,"Children & Family Movies, Dramas, Faith & Spirituality","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition."
s836,TV Show,Eden,,,2021,TV-PG,"Anime Series, International TV Shows","A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished."
s837,Movie,Ghost Lab,Paween Purijitpanya,Thailand,2021,TV-MA,"Horror Movies, International Movies, Thrillers","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist."
s838,TV Show,Ragnarok,,"Norway, Denmark",2021,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It’ll take a legend to battle an old evil."
s839,Movie,Soy Rada: Serendipity,Pablo Faro,Argentina,2021,TV-MA,Stand-Up Comedy,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music."
s840,Movie,The Day I lost My Shadow,Soudade Kaadan,"Syria, France, Lebanon, Qatar",2018,TV-MA,"Dramas, Independent Movies, International Movies","As winter hits hard and resources run low in Damascus, a single mom heads to the war-scarred outskirts looking for gas to prepare her son a warm meal."
s841,Movie,Baggio: The Divine Ponytail,Letizia Lamartire,Italy,2021,TV-MA,"Dramas, International Movies, Sports Movies","The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism."
s842,Movie,Gatao - The Last Stray,Ray Jiang,,2021,TV-MA,"Action & Adventure, Dramas, International Movies",Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.
s843,TV Show,High on the Hog: How African American Cuisine Transformed America,,,2021,TV-14,Docuseries,"Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries."
s844,TV Show,JoJo's Bizarre Adventure,,Japan,2016,TV-MA,"Anime Series, International TV Shows",Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
s845,Movie,Nail Bomber: Manhunt,Daniel Vernon,,2021,TV-MA,"Documentaries, International Movies","This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator."
s846,Movie,A Place in the Stars,Steve Gukas,,2014,TV-14,"Dramas, International Movies, Thrillers",A young lawyer who has information about counterfeit drug trafficking in Nigeria must choose between betraying his conscience or revealing the truth.
s847,Movie,Home,Tim Johnson,United States,2015,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip."
s848,TV Show,Mad for Each Other,,,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies","Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way."
s849,TV Show,Master of None,,United States,2021,TV-MA,"TV Comedies, TV Dramas",Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.
s850,Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,,,2020,TV-G,"International Movies, Music & Musicals","Grammy-winning artist Sam Smith gives an intimate, soulful performance at the iconic Abbey Road Studios featuring songs from their third album and more."
s851,Movie,99 Songs,Vishwesh Krishnamoorthy,India,2021,TV-14,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s852,Movie,99 Songs (Tamil),,,2021,TV-14,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s853,Movie,99 Songs (Telugu),,,2021,TV-14,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s854,Movie,Army of the Dead,Zack Snyder,United States,2021,R,"Action & Adventure, Horror Movies","After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever."
s855,Movie,Creating an Army of the Dead,,,2021,TV-MA,Documentaries,"Zack Snyder and his ""Army of the Dead"" team dive into the film's wild stunts, groundbreaking effects and the evolution of the zombie genre."
s856,TV Show,Jurassic World Camp Cretaceous,,United States,2021,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.
s857,Movie,Strain,Uduak-Obong Patrick,,2020,TV-MA,"Dramas, International Movies","When his son is diagnosed with sickle cell disease, a man and his family struggle to face a new reality as they rediscover their shared love."
s858,TV Show,The Neighbor,,Spain,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.
s859,Movie,678,Mohamed Diab,,2009,TV-14,"Dramas, Independent Movies, International Movies","This film sheds light on sexual harassment in Egypt, following the lives of three women from different social classes who have been subjected to it."
s860,Movie,Asmaa,Amr Salama,Egypt,2011,TV-14,"Dramas, International Movies","Constantly denied medical treatment, an HIV positive woman confronts societal stigma with unexpected courage. Inspired by true events."
s861,Movie,Hating Peter Tatchell,Christopher Amos,Australia,2020,TV-MA,"Documentaries, International Movies, LGBTQ Movies",This documentary follows gay rights activist Peter Tatchell from his early life to his fight for justice amid controversy and political turmoil.
s862,Movie,Little Singham Future mein Satakli,Prakash Satam,,2021,TV-Y7,"Children & Family Movies, Comedies","Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker, who has forbidden them from laughter or play!"
s863,TV Show,Special,,United States,2021,TV-MA,TV Comedies,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.
s864,Movie,Spy Kids: All the Time in the World,Robert Rodriguez,United States,2011,PG,"Children & Family Movies, Comedies",Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.
s865,Movie,Taxi No. 9211,Milan Luthria,,2006,TV-14,"Dramas, International Movies, Thrillers","When an arrogant scion hails his taxi, a cabbie in desperate need of money sees an opportunity that kicks off an intensely contentious 24-hour showdown."
s866,Movie,Sabotage,David Ayer,United States,2014,R,"Action & Adventure, Dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer."
s867,Movie,Small Town Crime,"Eshom Nelms, Ian Nelms",United States,2017,R,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path."
s868,Movie,The Last Days,James Moll,United States,1998,PG-13,Documentaries,This Oscar-winning documentary recounts the harrowing stories of five Hungarian Jews who endured the horrors of the Holocaust and Hitler's reign.
s869,TV Show,The Magic School Bus,,"Canada, United States",1997,TV-Y,Kids' TV,"Join Ms. Frizzle as the Magic School Bus travels to outer space, under the sea, through an anthill – and even inside the human body!"
s870,TV Show,Who Killed Sara?,,Mexico,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit."
s871,Movie,Amy Tan: Unintended Memoir,James Redford,United States,2021,TV-14,Documentaries,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary."
s872,Movie,Sardar Ka Grandson,Kaashvie Nair,India,2021,TV-14,"Comedies, Dramas, International Movies","A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair."
s873,Movie,Sleight,J.D. Dillard,United States,2016,R,"Dramas, Independent Movies, Sci-Fi & Fantasy","Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be."
s874,Movie,Ahaan,Nikhil Pherwani,India,2021,TV-MA,"Dramas, Independent Movies, International Movies","Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome."
s875,TV Show,Booba: Food Puzzle,,United Kingdom,2021,TV-Y,Kids' TV,"Curious Booba is now a chef! With friends Loola and Spike, he creates tasty treats with delightful designs using fruits, vegetables and other food."
s876,Movie,Love or Money,Mae Czarina Cruz,,2020,TV-MA,"Dramas, International Movies, Romantic Movies","When persistent Leon sweeps her off her feet, ambitious Angel must choose between true love and her dreams of a luxurious life."
s877,TV Show,Alma Matters,,India,2021,TV-MA,"Docuseries, International TV Shows","Alumni of India’s elite academic institutes share the harsh realities, pleasant surprises and transformative journeys of their college experiences."
s878,Movie,Cinema Bandi,Praveen Kandregula,India,2021,TV-MA,"Comedies, Independent Movies, International Movies",A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.
s879,Movie,Ferry,Cecilia Verheyden,"Belgium, Netherlands",2021,TV-MA,"Dramas, International Movies, Thrillers","Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life."
s880,TV Show,Halston,Daniel Minahan,United States,2021,TV-MA,TV Dramas,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.
s881,TV Show,Haunted,,"United States, Czech Republic",2021,TV-MA,"Reality TV, TV Horror, TV Thrillers","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments."
s882,Movie,I Am All Girls,Donovan Marsh,South Africa,2021,TV-MA,"Dramas, International Movies, Thrillers",A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.
s883,Movie,Jungle Beat: The Movie,Brent Dawes,Mauritius,2021,TV-Y7,"Children & Family Movies, Comedies","When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!"
s884,TV Show,"Love, Death & Robots",,United States,2021,TV-MA,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy","Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher."
s885,TV Show,Move to Heaven,,South Korea,2021,TV-MA,"International TV Shows, TV Dramas","Finding life in all that’s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones."
s886,Movie,Table Manners,Leli Maki,"Canada, South Africa",2018,TV-MA,"Comedies, Dramas, International Movies","When a housewife's picture-perfect life comes crashing down, she finds solace and hope through cooking, family and love."
s887,TV Show,The Mystic River,Uzodinma Okpechi,,2020,TV-14,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy","As pregnant women vanish in a remote Nigerian village over decades, a doctor with child finds herself extremely close to uncovering dangerous secrets."
s888,Movie,The Strange House,Daniel Prochaska,Austria,2020,TV-MA,"Horror Movies, International Movies, Thrillers","When a big-city family moves to a remote town, two young brothers and their new friends try to solve the menacing mystery that haunts their home."
s889,Movie,The Upshaws - The Afterparty,,,2021,TV-14,Comedies,"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game."
s890,Movie,The Woman in the Window,Joe Wright,United States,2021,R,"Dramas, Thrillers","Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window."
s891,TV Show,Castlevania,,United States,2021,TV-MA,"Anime Series, TV Horror, TV Thrillers",A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.
s892,Movie,Layer Cake,Matthew Vaughn,United Kingdom,2004,R,"Independent Movies, International Movies, Thrillers","A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job."
s893,Movie,Tottaa Pataaka Item Maal,Aditya Kripalani,India,2018,TV-MA,"Dramas, Independent Movies, International Movies","Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi."
s894,Movie,Wave of Cinema: Filosofi Kopi,Adriano Rudiman,,2020,TV-14,"Documentaries, International Movies, Music & Musicals","In this concert film, artists perform music from the soundtrack of ""Filosofi Kopi,"" which tells the story of coffee and the people who cherish it."
s895,Movie,Dance of the Forty One,David Pablos,"Mexico, Brazil",2021,TV-MA,"Dramas, Independent Movies, International Movies",A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.
s896,Movie,Oxygen,Alexandre Aja,"France, United States",2021,TV-14,"Dramas, International Movies, Thrillers","After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out."
s897,TV Show,The Upshaws,,United States,2021,TV-14,TV Comedies,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.
s898,TV Show,Use For My Talent,Cai Cong,,2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","When the germophobic owner of a cleaning company encounters a slovenly employee, a romance blossoms as they help one another heal from their pasts."
s899,Movie,Dear Affy,Samuel Olatunji,,2020,TV-14,"Comedies, Dramas, International Movies",An engaged couple hit a number of speed bumps on their road to matrimony including major career complications and questions of fidelity.
s900,Movie,Illegal Woman,Ramon Térmens,Spain,2020,TV-MA,"Dramas, International Movies",An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.
s901,TV Show,"Money, Explained",,United States,2021,TV-14,Docuseries,"We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans."
s902,Movie,Deadly Switch,Svetlana Cvetko,United States,2019,TV-PG,"Independent Movies, Thrillers","In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back."
s903,TV Show,Mine,,South Korea,2021,TV-14,"International TV Shows, TV Dramas","Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy."
s904,Movie,Nayattu,Martin Prakkat,India,2021,TV-MA,"Dramas, International Movies, Thrillers",Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.
s905,Movie,Sleepless,Baran bo Odar,United States,2017,R,Action & Adventure,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son."
s906,Movie,Super Me,Zhang Chong,China,2021,TV-14,"Action & Adventure, Dramas, International Movies",A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.
s907,Movie,Have You Ever Seen Fireflies? - Theatre Play,Yılmaz Erdoğan,Turkey,1999,TV-MA,"Dramas, International Movies",Yılmaz Erdoğan's lauded stage play traces the life of wunderkind Gülseren as she navigates social and political change.
